4.4975	4.4975
4.5025	4.5025
4.5075	4.5075
4.5125	4.5125
4.5175	4.5175
4.5225	4.5225
4.5275	4.5275
4.5325	4.5325
4.5375	4.5375
4.5425	4.5425
4.5475	4.5475
4.5525	4.5525
4.5575	4.5575
4.5625	4.5625
4.5675	4.5675
4.5725	4.5725
4.5775	4.5775
4.5825	4.5825
4.5875	4.5875
4.5925	4.5925
4.5975	4.5975
4.6025	4.6025
4.6075	4.6075
4.6125	4.6125
4.6175	4.6175
4.6225	4.6225
4.6275	4.6275
4.6325	4.6325
4.6375	4.6375
4.6425	4.6425
4.6475	4.6475
4.6525	4.6525
4.6575	4.6575
4.6625	4.6625
4.6675	4.6675
4.6725	4.6725
4.6775	4.6775
4.6825	4.6825
4.6875	4.6875
4.6925	4.6925
4.6975	4.6975
4.7025	4.7025
4.7075	4.7075
4.7125	4.7125
4.7175	4.7175
4.7225	4.7225
4.7275	4.7275
4.7325	4.7325
4.7375	4.7375
4.7425	4.7425
4.7475	4.7475
4.7525	4.7525
4.7575	4.7575
4.7625	4.7625
4.7675	4.7675
4.7725	4.7725
4.7775	4.7775
4.7825	4.7825
4.7875	4.7875
4.7925	4.7925
4.7975	4.7975
4.8025	4.8025
4.8075	4.8075
4.8125	4.8125
4.8175	4.8175
4.8225	4.8225
4.8275	4.8275
4.8325	4.8325
4.8375	4.8375
4.8425	4.8425
4.8475	4.8475
4.8525	4.8525
4.8575	4.8575
4.8625	4.8625
4.8675	4.8675
4.8725	4.8725
4.8775	4.8775
4.8825	4.8825
4.8875	4.8875
4.8925	4.8925
4.8975	4.8975
4.9025	4.9025
4.9075	4.9075
4.9125	4.9125
4.9175	4.9175
4.9225	4.9225
4.9275	4.9275
4.9325	4.9325
4.9375	4.9375
4.9425	4.9425
4.9475	4.9475
4.9525	4.9525
4.9575	4.9575
4.9625	4.9625
4.9675	4.9675
4.9725	4.9725
4.9775	4.9775
4.9825	4.9825
4.9875	4.9875
4.9925	4.9925
4.9975	4.9975
5.0025	5.0025
5.0075	5.0075
5.0125	5.0125
5.0175	5.0175
5.0225	5.0225
5.0275	5.0275
5.0325	5.0325
5.0375	5.0375
5.0425	5.0425
5.0475	5.0475
5.0525	5.0525
5.0575	5.0575
5.0625	5.0625
5.0675	5.0675
5.0725	5.0725
5.0775	5.0775
5.0825	5.0825
5.0875	5.0875
5.0925	5.0925
5.0975	5.0975
5.1025	5.1025
5.1075	5.1075
5.1125	5.1125
5.1175	5.1175
5.1225	5.1225
5.1275	5.1275
5.1325	5.1325
5.1375	5.1375
5.1425	5.1425
5.1475	5.1475
5.1525	5.1525
5.1575	5.1575
5.1625	5.1625
5.1675	5.1675
5.1725	5.1725
5.1775	5.1775
5.1825	5.1825
5.1875	5.1875
5.1925	5.1925
5.1975	5.1975
5.2025	5.2025
5.2075	5.2075
5.2125	5.2125
5.2175	5.2175
5.2225	5.2225
5.2275	5.2275
5.2325	5.2325
5.2375	5.2375
5.2425	5.2425
5.2475	5.2475
5.2525	5.2525
5.2575	5.2575
5.2625	5.2625
5.2675	5.2675
5.2725	5.2725
5.2775	5.2775
5.2825	5.2825
5.2875	5.2875
5.2925	5.2925
5.2975	5.2975
5.3025	5.3025
5.3075	5.3075
5.3125	5.3125
5.3175	5.3175
5.3225	5.3225
5.3275	5.3275
5.3325	5.3325
5.3375	5.3375
5.3425	5.3425
5.3475	5.3475
5.3525	5.3525
5.3575	5.3575
5.3625	5.3625
5.3675	5.3675
5.3725	5.3725
5.3775	5.3775
5.3825	5.3825
5.3875	5.3875
5.3925	5.3925
5.3975	5.3975
5.4025	5.4025
5.4075	5.4075
5.4125	5.4125
5.4175	5.4175
5.4225	5.4225
5.4275	5.4275
5.4325	5.4325
5.4375	5.4375
5.4425	5.4425
5.4475	5.4475
5.4525	5.4525
5.4575	5.4575
5.4625	5.4625
5.4675	5.4675
5.4725	5.4725
5.4775	5.4775
5.4825	5.4825
5.4875	5.4875
5.4925	5.4925
5.4975	5.4975
5.5025	5.5025
5.5075	5.5075
5.5125	5.5125
5.5175	5.5175
5.5225	5.5225
5.5275	5.5275
5.5325	5.5325
5.5375	5.5375
5.5425	5.5425
5.5475	5.5475
5.5525	5.5525
5.5575	5.5575
5.5625	5.5625
5.5675	5.5675
5.5725	5.5725
5.5775	5.5775
5.5825	5.5825
5.5875	5.5875
5.5925	5.5925
5.5975	5.5975
5.6025	5.6025
5.6075	5.6075
5.6125	5.6125
5.6175	5.6175
5.6225	5.6225
5.6275	5.6275
5.6325	5.6325
5.6375	5.6375
5.6425	5.6425
5.6475	5.6475
5.6525	5.6525
5.6575	5.6575
5.6625	5.6625
5.6675	5.6675
5.6725	5.6725
5.6775	5.6775
5.6825	5.6825
5.6875	5.6875
5.6925	5.6925
5.6975	5.6975
5.7025	5.7025
5.7075	5.7075
5.7125	5.7125
5.7175	5.7175
5.7225	5.7225
5.7275	5.7275
5.7325	5.7325
5.7375	5.7375
5.7425	5.7425
5.7475	5.7475
5.7525	5.7525
5.7575	5.7575
5.7625	5.7625
5.7675	5.7675
5.7725	5.7725
5.7775	5.7775
5.7825	5.7825
5.7875	5.7875
5.7925	5.7925
5.7975	5.7975
5.8025	5.8025
5.8075	5.8075
5.8125	5.8125
5.8175	5.8175
5.8225	5.8225
5.8275	5.8275
5.8325	5.8325
5.8375	5.8375
5.8425	5.8425
5.8475	5.8475
5.8525	5.8525
5.8575	5.8575
5.8625	5.8625
5.8675	5.8675
5.8725	5.8725
5.8775	5.8775
5.8825	5.8825
5.8875	5.8875
5.8925	5.8925
